Inventory Number,Title,Note,Length,Width,Height,Weight,Seller Cost,Supplier,Bulbs Included,Bulb Type,Position,Attribute4Name,Partslink Number,OEM Number,Item SKU,Item SKU,
PLX-M0-20-9310-01-9-CL360A1,For 2013-2016 Mazda CX-5 Headlight Driver & Passenger Side Pair CAPA,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: MA2518146, MA2519146<br>OEM Number: KJ01-51-041C, KJ01-51-031C<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",13.47,25.04,25.04,18.86,181.28,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"MA2518146 , MA2519146",KJ01-51-041C,20-9310-01-9,20-9309-01-9,
PLX-M0-20-9312-00-1,For 2012-2014 Toyota Prius v Headlight Driver and Passenger w/Bulbs DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: TO2518137, TO2519137<br>OEM Number: 81170-47300, 81130-47300<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",13.11,22.4,22.4,17,141.68,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"TO2518137 , TO2519137",81170-47300,20-9312-00,20-9311-00,
PLX-M0-20-9312-00-1-CL360A1,For 2012-2014 Toyota Prius V Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: TO2518137, TO2519137<br>OEM Number: 81170-47300, 81130-47300<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",13.11,22.4,22.4,17,141.68,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"TO2518137 , TO2519137",81170-47300,20-9312-00,20-9311-00,
PLX-M0-20-9312-00-CL360A55,For Toyota Prius V Headlight 2012-2014 Pair Driver and Passenger Side Halogen,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver And Passenger Side<br>- Lens Color: Clear<br>- Light Source: Halogen<br>- With Bulbs<br>- Sold As Pair<br><br><b>Product Interchange:</b><br>- Partslink Numbers: TO2518137, TO2519137<br>- OEM Numbers: 81170-47300, 81130-47300<br><br><b>Premium Aftermarket Replacement Parts:</b><br> - Seamlessly compatible with the original equipment manufacturer.<br> - Every component undergoes a thorough evaluation and meticulous inspection to establish adherence to our strict safety standards and top-of-the-line benchmarks.<br><br><b>ENGINEERED FOR LONGEVITY:</b><br> - Crafted from top-tier materials, this product has undergone rigorous testing to provide maximum durability.<br><br><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>To ensure a safe delivery, please note signature might be required for $200+ orders.",28.61,13.11,22.4,17,193.28,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"TO2518137 , TO2519137",81170-47300,20-9312-00,20-9311-00,
PLX-M0-20-9312-01-9,For 2012-2014 Toyota Prius V Headlight Pair Halogen Type TO2518137 TO2519137,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: TO2518137, TO2519137<br>OEM Number: 81170-47300, 81130-47300<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",13.11,22.4,22.4,17.3,199.34,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"TO2518137 , TO2519137",81170-47300,20-9312-01-9,20-9311-01-9,
PLX-M0-20-9314-00-1,For 2009-2010 Lexus IS250 Headlight Driver and Passenger w/Bulbs DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518125, LX2519125<br>OEM Number: 81170-53400, 81130-53400<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,409.42,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518125 , LX2519125",81170-53400,20-9314-00,20-9313-00,
PLX-M0-20-9314-00-1-CL360A1,For 2009-2010 Lexus IS250 Headlight Driver & Passenger Side Pair Type,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518125, LX2519125<br>OEM Number: 81170-53400, 81130-53400<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,409.42,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518125 , LX2519125",81170-53400,20-9314-00,20-9313-00,
PLX-M0-20-9314-00-1-CL360A2,For 2009-2010 Lexus IS350 Headlight Driver & Passenger Side Pair Type,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518125, LX2519125<br>OEM Number: 81170-53400, 81130-53400<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,409.42,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518125 , LX2519125",81170-53400,20-9314-00,20-9313-00,
PLX-M0-20-9314-00-CL360A55,For Lexus IS250/IS350 Headlight 2009 2010 Pair Driver & Passenger LX2518125,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2009-2010 LEXUS IS250::Halogen See Notes</br>2009-2010 LEXUS IS350::Halogen See Notes<br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",26.82,15.14,22.4,19.84,409.42,TYC,Yes,Halogen,,PARTSLINK Number,"LX2518125 , LX2519125",81170-53400,20-9314-00,20-9313-00,
PLX-M0-20-9314-01-9-CL360A55,For Lexus IS250/IS350 Headlight 2009 2010 Pair LH and RH Halogen CAPA LX2518125,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2009-2010 LEXUS IS250::Halogen; CAPA See Notes</br>2009-2010 LEXUS IS350::Halogen; CAPA See Notes</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",26.82,14.9,22.64,19.2,424.28,TYC,No,Halogen,,PARTSLINK Number,"LX2518125 , LX2519125",81170-53400,20-9314-01-9,20-9313-01-9,
PLX-M0-20-9314-90-1,For 2011-2013 Lexus IS250 Headlight Driver and Passenger Side w/Bulbs DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-1-CL360A1,For 2011-2013 Lexus IS F Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-1-CL360A2,For 2012-2015 Lexus IS250 Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-1-CL360A3,For Lexus IS250 Headlight 2011-2013 Pair Driver and Passenger Side DOT Certified,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",26.82,15.14,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-1-CL360A4,For 2012-2015 Lexus IS350 Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.14,22.4,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-1-CL360A5,For Lexus IS350 Headlight 2011-2013 Pair river and Passenger Side DOT Certified,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: LX2518131, LX2519131<br>OEM Number: 81170-53550, 81130-53550<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",26.82,15.14,22.4,19.84,426.32,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
PLX-M0-20-9314-90-CL360A55,For Lexus IS250/IS350 Headlight 2011-2013 Pair Driver & Passenger LX2518131,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2011-2013 LEXUS IS250::Sedan; Halogen See Notes</br>2011-2013 LEXUS IS350::Sedan; Halogen See Notes</br>2012-2015 LEXUS IS250::Conv; Halogen See Notes</br>2012-2015 LEXUS IS350::Conv; Halogen See Notes</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",26.82,15.14,22.4,19.84,426.32,TYC,Yes,Halogen,,PARTSLINK Number,"LX2518131 , LX2519131",81170-53550,20-9314-90,20-9313-90,
